"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"nb_776_112","garden: cut the grass","cut the grass","garden","","","normbank","16","taboo","0.438"
"nb_57_48","gift shop: eat food","eat food","gift shop","","","normbank","22","normal","0.409"
"nb_109_7","running track: sing","sing","running track","","","normbank","13","taboo","0.538"
"nb_777_62","museum: advocate for the use of violence","advocate for the use of violence","museum","","","normbank","6","taboo","0.833"
"nb_639_6","library: talk to strangers","talk to strangers","library","","","normbank","21","taboo","0.571"
"nb_778_23","basement: go by yourself","go by yourself","basement","","","normbank","11","normal","0.364"
"nb_57_24","dentists office: eat food","eat food","dentists office","","","normbank","18","taboo","0.5"
"nb_779_19","country road: walk","walk","country road","","","normbank","20","taboo","0.35"
"nb_780_111","paintball park: play without a referee","play without a referee","paintball park","","","normbank","7","normal","0.571"
"nb_781_29","church or chapel: sing patriotic songs","sing patriotic songs","church or chapel","","","normbank","22","taboo","0.364"
"nb_346_24","dentists office: drink water","drink water","dentists office","","","normbank","10","normal","0.5"
"nb_782_79","boat: row","row","boat","","","normbank","16","taboo","0.5"
"nb_730_22","park: wear bright colors","wear bright colors","park","","","normbank","7","normal","0.429"
"nb_195_87","forest: flirt with someone","flirt with someone","forest","","","normbank","68","normal","0.676"
"nb_773_9","campus: shout","shout","campus","","","normbank","8","taboo","0.375"
"nb_783_5","tattoo studio: get a tattoo of a bible verse","get a tattoo of a bible verse","tattoo studio","","","normbank","64","normal","0.781"
"nb_520_29","church or chapel: wear a hat","wear a hat","church or chapel","","","normbank","6","normal","0.833"
"nb_32_105","conference room: drink alcohol","drink alcohol","conference room","","","normbank","75","normal","0.6"
"nb_489_44","auditorium: dance","dance","auditorium","","","normbank","8","expected","0.5"
"nb_785_29","church or chapel: biting your nails","biting your nails","church or chapel","","","normbank","23","normal","0.609"
"nb_25_11","doctors office: sit on the floor","sit on the floor","doctors office","","","normbank","24","taboo","0.458"
"nb_786_19","country road: drive without a driver's license","drive without a driver's license","country road","","","normbank","20","normal","0.6"
"nb_787_72","animal shelter: give animals haircuts","give animals haircuts","animal shelter","","","normbank","25","normal","0.4"
"nb_788_59","barber shop or beauty salon: get an afro","get an afro","barber shop or beauty salon","","","normbank","11","taboo","0.545"
"nb_789_54","crime scene: draw a diagram of the scene","draw a diagram of the scene","crime scene","","","normbank","19","taboo","0.474"
"nb_6_4","arena: wear shoes","wear shoes","arena","","","normbank","15","expected","0.333"
"nb_790_3","banquet hall: read religious texts","read religious texts","banquet hall","","","normbank","7","taboo","0.714"
"nb_791_68","bus: eat pasta","eat pasta","bus","","","normbank","12","normal","0.417"
"nb_792_57","circus: attempt a dangerous stunt","attempt a dangerous stunt","circus","","","normbank","35","taboo","0.4"
"nb_793_92","newsroom: discuss your personal life","discuss your personal life","newsroom","","","normbank","17","normal","0.706"
"nb_795_70","altar: put a swastika on it","put a swastika on it","altar","","","normbank","12","taboo","0.583"
"nb_796_64","copy center: make personal phone calls","make personal phone calls","copy center","","","normbank","23","normal","0.522"
"nb_797_50","restaurant: ask for a kid's meal","ask for a kid's meal","restaurant","","","normbank","18","normal","0.556"
"nb_592_36","beach: wear sunscreen","wear sunscreen","beach","","","normbank","13","expected","0.385"
"nb_798_77","courthouse: go to trial","go to trial","courthouse","","","normbank","43","expected","0.465"
"nb_799_17","airplane cabin: force people to sit in their seats","force people to sit in their seats","airplane cabin","","","normbank","8","taboo","0.375"
"nb_22_59","barber shop or beauty salon: drink milk","drink milk","barber shop or beauty salon","","","normbank","14","taboo","0.5"
"nb_800_44","auditorium: argue","argue","auditorium","","","normbank","15","normal","0.467"
"nb_801_4","arena: bring a toy","bring a toy","arena","","","normbank","11","normal","0.545"
"nb_46_43","gym: do a flip","do a flip","gym","","","normbank","11","taboo","0.545"
"nb_7_69","alcoholics ward: kiss someone","kiss someone","alcoholics ward","","","normbank","75","normal","0.64"
"nb_802_105","conference room: participate in a conference call","participate in a conference call","conference room","","","normbank","12","taboo","0.417"
"nb_803_116","desert: travel without a map","travel without a map","desert","","","normbank","41","expected","0.366"
"nb_804_128","telephone booth: call for help","call for help","telephone booth","","","normbank","7","expected","0.429"
"nb_805_98","biology laboratory: reach something on a high shelf","reach something on a high shelf","biology laboratory","","","normbank","24","taboo","0.5"
"nb_806_116","desert: travel without food","travel without food","desert","","","normbank","29","taboo","0.448"
"nb_57_59","barber shop or beauty salon: eat food","eat food","barber shop or beauty salon","","","normbank","15","expected","0.4"
"nb_807_22","park: take pictures of people","take pictures of people","park","","","normbank","13","taboo","0.462"
"nb_808_35","athletic field: listen to music on your headphones","listen to music on your headphones","athletic field","","","normbank","10","normal","0.5"
"nb_809_53","monument: drink sugary drinks","drink sugary drinks","monument","","","normbank","9","normal","0.667"
"nb_810_78","ballroom: wear a ball gown","wear a ball gown","ballroom","","","normbank","58","taboo","0.793"
"nb_811_59","barber shop or beauty salon: clean","clean","barber shop or beauty salon","","","normbank","24","expected","0.375"
"nb_812_66","hospital: make a loud noise","make a loud noise","hospital","","","normbank","9","taboo","0.444"
"nb_813_20","army base: go on leave","go on leave","army base","","","normbank","6","taboo","0.333"
"nb_402_80","campsite: have sex","have sex","campsite","","","normbank","16","taboo","0.438"
"nb_814_43","gym: follow a workout video","follow a workout video","gym","","","normbank","12","normal","0.417"
"nb_109_90","pawn shop: sing","sing","pawn shop","","","normbank","11","taboo","0.455"
"nb_290_75","bowling alley: talk about money","talk about money","bowling alley","","","normbank","10","taboo","0.5"
"nb_472_82","dance studio: talk loudly","talk loudly","dance studio","","","normbank","29","normal","0.414"
"nb_815_8","waterfall: walk around at night","walk around at night","waterfall","","","normbank","19","taboo","0.579"
"nb_816_67","clothing store: chew tobacco","chew tobacco","clothing store","","","normbank","11","taboo","0.818"
"nb_817_25","art gallery: explain the background of something on display","explain the background of something on display","art gallery","","","normbank","15","normal","0.4"
"nb_818_126","junkyard: climb a ladder","climb a ladder","junkyard","","","normbank","17","taboo","0.588"
"nb_121_98","biology laboratory: lift heavy objects","lift heavy objects","biology laboratory","","","normbank","7","normal","0.429"
"nb_431_32","attic: leave food out","leave food out","attic","","","normbank","11","normal","0.636"
"nb_601_39","nursery: clean up","clean up","nursery","","","normbank","20","taboo","0.4"
"nb_273_77","courthouse: play tag","play tag","courthouse","","","normbank","10","normal","0.5"
"nb_819_30","bedroom: scratching your privates","scratching your privates","bedroom","","","normbank","10","normal","0.5"
"nb_97_71","backyard: do a cartwheel","do a cartwheel","backyard","","","normbank","22","normal","0.5"
"nb_820_80","campsite: wander off alone into the woods","wander off alone into the woods","campsite","","","normbank","12","taboo","0.5"
"nb_597_11","doctors office: take a nap","take a nap","doctors office","","","normbank","8","taboo","0.625"
"nb_109_69","alcoholics ward: sing","sing","alcoholics ward","","","normbank","20","normal","0.55"
"nb_821_20","army base: staying up late","staying up late","army base","","","normbank","10","taboo","0.5"
"nb_109_46","arcade: sing","sing","arcade","","","normbank","13","taboo","0.615"
"nb_822_23","basement: use ouija boards","use ouija boards","basement","","","normbank","14","taboo","0.357"
"nb_823_32","attic: climb around","climb around","attic","","","normbank","16","normal","0.375"
"nb_296_22","park: wear makeup","wear makeup","park","","","normbank","14","normal","0.714"
"nb_824_84","armchair: have a drink","have a drink","armchair","","","normbank","23","normal","0.652"
"nb_142_111","paintball park: laugh loudly","laugh loudly","paintball park","","","normbank","10","normal","0.5"
"nb_453_68","bus: laugh hysterically","laugh hysterically","bus","","","normbank","5","normal","0.4"
"nb_825_111","paintball park: have a first-aid kit","have a first-aid kit","paintball park","","","normbank","7","taboo","0.429"
"nb_690_61","kitchen: wear gloves","wear gloves","kitchen","","","normbank","17","normal","0.353"
"nb_826_73","opera house: wear a collar top","wear a collar top","opera house","","","normbank","17","normal","0.353"
"nb_827_44","auditorium: wiping down the seats","wiping down the seats","auditorium","","","normbank","8","taboo","0.5"
"nb_175_109","temple: pray","pray","temple","","","normbank","11","taboo","0.455"
"nb_223_46","arcade: hold hands with someone","hold hands with someone","arcade","","","normbank","21","normal","0.429"
"nb_9_31","ski resort: bring drugs","bring drugs","ski resort","","","normbank","9","taboo","0.333"
"nb_828_119","airport terminal: fight","fight","airport terminal","","","normbank","9","taboo","0.444"
"nb_829_109","temple: handle the holy objects","handle the holy objects","temple","","","normbank","18","normal","0.333"
"nb_830_32","attic: vacuum","vacuum","attic","","","normbank","14","normal","0.429"
"nb_831_3","banquet hall: participate in a panel discussion","participate in a panel discussion","banquet hall","","","normbank","15","taboo","0.4"
"nb_832_99","office: use a computer","use a computer","office","","","normbank","27","expected","0.37"
"nb_833_123","political rally: bite your nails","bite your nails","political rally","","","normbank","11","normal","0.727"
"nb_198_74","bank: wear a tank top","wear a tank top","bank","","","normbank","6","normal","0.333"
"nb_92_18","golf course: wear headphones","wear headphones","golf course","","","normbank","7","taboo","0.429"
"nb_561_81","cinema: cuddle with someone","cuddle with someone","cinema","","","normbank","32","taboo","0.625"
"nb_834_77","courthouse: interrupt someone","interrupt someone","courthouse","","","normbank","21","taboo","0.429"
"nb_835_115","subway platform: get on your knees and pray","get on your knees and pray","subway platform","","","normbank","6","expected","0.333"
"nb_836_42","government office: talk about your political beliefs","talk about your political beliefs","government office","","","normbank","16","taboo","0.438"
"nb_837_100","rodeo: dance with someone","dance with someone","rodeo","","","normbank","7","taboo","0.714"
"nb_615_70","altar: listen to music","listen to music","altar","","","normbank","16","expected","0.5"
"nb_838_29","church or chapel: wear a white dress","wear a white dress","church or chapel","","","normbank","22","normal","0.5"
"nb_164_104","cornfield: fall asleep","fall asleep","cornfield","","","normbank","16","taboo","0.688"
"nb_721_0","construction site: get dirty","get dirty","construction site","","","normbank","34","normal","0.412"
"nb_99_29","church or chapel: pray out loud","pray out loud","church or chapel","","","normbank","7","taboo","0.571"
"nb_839_67","clothing store: bring food or drink","bring food or drink","clothing store","","","normbank","19","taboo","0.421"
"nb_840_67","clothing store: make a face","make a face","clothing store","","","normbank","17","taboo","0.471"
"nb_198_31","ski resort: wear a tank top","wear a tank top","ski resort","","","normbank","20","normal","0.5"
"nb_841_74","bank: apply makeup","apply makeup","bank","","","normbank","13","normal","0.692"
"nb_277_73","opera house: cry","cry","opera house","","","normbank","14","taboo","0.5"
"nb_842_29","church or chapel: grinding your teeth","grinding your teeth","church or chapel","","","normbank","21","normal","0.619"
"nb_843_84","armchair: keep your eyes closed","keep your eyes closed","armchair","","","normbank","12","taboo","0.417"
"nb_844_20","army base: have a romantic dinner","have a romantic dinner","army base","","","normbank","9","taboo","0.556"
"nb_845_26","boxing hall: harm or injure another person","harm or injure another person","boxing hall","","","normbank","6","taboo","0.5"
"nb_846_128","telephone booth: bring a pet inside","bring a pet inside","telephone booth","","","normbank","16","taboo","0.438"
"nb_398_77","courthouse: run","run","courthouse","","","normbank","12","taboo","0.583"
"nb_847_116","desert: swim","swim","desert","","","normbank","30","normal","0.467"
"nb_848_31","ski resort: go on a chairlift","go on a chairlift","ski resort","","","normbank","15","normal","0.533"
"nb_128_10","grocery store: tie your shoes","tie your shoes","grocery store","","","normbank","12","normal","0.5"
"nb_849_41","casino: go on a first date","go on a first date","casino","","","normbank","46","normal","0.543"
"nb_850_77","courthouse: wear a kirpan","wear a kirpan","courthouse","","","normbank","12","taboo","0.667"
"nb_151_70","altar: get drunk","get drunk","altar","","","normbank","8","taboo","0.5"
"nb_851_58","garage: lift heavy boxes","lift heavy boxes","garage","","","normbank","13","normal","0.538"
"nb_852_102","gas station: loiter","loiter","gas station","","","normbank","17","taboo","0.529"
"nb_853_17","airplane cabin: look longingly into each other's eyes","look longingly into each other's eyes","airplane cabin","","","normbank","5","taboo","0.4"
"nb_854_53","monument: kneel or prostrate yourself","kneel or prostrate yourself","monument","","","normbank","8","normal","0.625"
"nb_855_119","airport terminal: carry weapons","carry weapons","airport terminal","","","normbank","11","normal","0.364"
"nb_856_26","boxing hall: wear dress shoes","wear dress shoes","boxing hall","","","normbank","5","taboo","0.4"
"nb_857_96","locker room: take a shower without shower shoes","take a shower without shower shoes","locker room","","","normbank","9","expected","0.444"
"nb_858_65","jail or prison: ask to see your family","ask to see your family","jail or prison","","","normbank","18","taboo","0.556"
"nb_859_60","classroom: take your medication","take your medication","classroom","","","normbank","25","normal","0.52"
"nb_164_51","camera shop: fall asleep","fall asleep","camera shop","","","normbank","11","expected","0.455"
"nb_860_77","courthouse: wear a kanga","wear a kanga","courthouse","","","normbank","36","expected","0.583"
"nb_861_29","church or chapel: paint the walls","paint the walls","church or chapel","","","normbank","28","taboo","0.464"
"nb_195_15","pool: flirt with someone","flirt with someone","pool","","","normbank","16","taboo","0.5"
"nb_204_93","parking lot: drink soda","drink soda","parking lot","","","normbank","10","normal","0.6"
"nb_110_1","cafe: chew gum","chew gum","cafe","","","normbank","85","normal","0.565"
"nb_862_123","political rally: collect donations","collect donations","political rally","","","normbank","12","taboo","0.667"
"nb_863_100","rodeo: enter the arena","enter the arena","rodeo","","","normbank","17","expected","0.412"
"nb_864_114","nursing home: proselytize to residents","proselytize to residents","nursing home","","","normbank","11","normal","0.636"
"nb_865_3","banquet hall: put a bug in someone's drink","put a bug in someone's drink","banquet hall","","","normbank","16","normal","0.5"
"nb_866_41","casino: check for id","check for id","casino","","","normbank","23","taboo","0.522"
"nb_867_42","government office: wear a skirt","wear a skirt","government office","","","normbank","92","normal","0.5"
"nb_204_81","cinema: drink soda","drink soda","cinema","","","normbank","14","taboo","0.5"
"nb_868_78","ballroom: dance the jitterbug","dance the jitterbug","ballroom","","","normbank","11","taboo","0.545"
"nb_869_78","ballroom: drink tequila","drink tequila","ballroom","","","normbank","76","normal","0.697"
"nb_361_108","balcony: wear a wig","wear a wig","balcony","","","normbank","18","taboo","0.389"
"nb_870_82","dance studio: move your feet","move your feet","dance studio","","","normbank","22","expected","0.682"
"nb_871_35","athletic field: dance on home plate","dance on home plate","athletic field","","","normbank","10","taboo","0.7"
"nb_225_67","clothing store: talk about politics","talk about politics","clothing store","","","normbank","17","taboo","0.412"
"nb_872_38","hotel room: leave your shoes on the floor","leave your shoes on the floor","hotel room","","","normbank","11","taboo","0.545"
"nb_212_56","post office: talk about religion","talk about religion","post office","","","normbank","6","normal","0.667"
"nb_873_77","courthouse: hear cases","hear cases","courthouse","","","normbank","11","taboo","0.364"
"nb_7_44","auditorium: kiss someone","kiss someone","auditorium","","","normbank","12","taboo","0.5"
"nb_102_50","restaurant: wear high heels","wear high heels","restaurant","","","normbank","47","normal","0.787"
"nb_30_52","bar: wear earrings","wear earrings","bar","","","normbank","10","expected","0.4"
"nb_874_57","circus: play with fire","play with fire","circus","","","normbank","36","normal","0.528"
"nb_197_68","bus: talk about death","talk about death","bus","","","normbank","16","normal","0.438"
"nb_476_60","classroom: bring food","bring food","classroom","","","normbank","9","normal","0.333"
"nb_875_14","bathroom: wash your hair","wash your hair","bathroom","","","normbank","15","normal","0.4"
"nb_876_44","auditorium: disrupt a performance","disrupt a performance","auditorium","","","normbank","6","expected","0.5"
"nb_877_99","office: attend a meeting","attend a meeting","office","","","normbank","10","expected","0.6"
"nb_878_9","campus: show your stomach","show your stomach","campus","","","normbank","58","normal","0.707"
"nb_879_2","cemetery: dig a hole","dig a hole","cemetery","","","normbank","19","taboo","0.474"
"nb_880_25","art gallery: move something around","move something around","art gallery","","","normbank","15","taboo","0.4"
"nb_311_52","bar: wear flip flops","wear flip flops","bar","","","normbank","14","normal","0.429"
"nb_881_32","attic: use a power washer","use a power washer","attic","","","normbank","13","taboo","0.615"
"nb_882_61","kitchen: cook with an electric burner","cook with an electric burner","kitchen","","","normbank","13","taboo","0.385"
"nb_6_11","doctors office: wear shoes","wear shoes","doctors office","","","normbank","10","expected","0.5"
"nb_883_66","hospital: do dishes","do dishes","hospital","","","normbank","15","taboo","0.6"
"nb_198_35","athletic field: wear a tank top","wear a tank top","athletic field","","","normbank","96","normal","0.521"
"nb_327_59","barber shop or beauty salon: watch television","watch television","barber shop or beauty salon","","","normbank","14","taboo","0.714"
"nb_884_102","gas station: tap your foot impatiently","tap your foot impatiently","gas station","","","normbank","9","normal","0.667"
"nb_269_86","bakery: wear sunglasses","wear sunglasses","bakery","","","normbank","14","taboo","0.5"
"nb_885_71","backyard: say the days of the week","say the days of the week","backyard","","","normbank","8","taboo","0.375"
"nb_886_87","forest: have a picnic","have a picnic","forest","","","normbank","23","taboo","0.435"
"nb_887_30","bedroom: sleeping on the floor","sleeping on the floor","bedroom","","","normbank","13","taboo","0.462"
"nb_888_71","backyard: put up a flag","put up a flag","backyard","","","normbank","21","taboo","0.381"
"nb_269_101","racetrack: wear sunglasses","wear sunglasses","racetrack","","","normbank","13","taboo","0.462"
"nb_889_52","bar: talk about religion or politics","talk about religion or politics","bar","","","normbank","10","taboo","0.5"
"nb_671_82","dance studio: talk on the phone","talk on the phone","dance studio","","","normbank","15","normal","0.467"
"nb_277_41","casino: cry","cry","casino","","","normbank","16","normal","0.5"
"nb_494_11","doctors office: make out with someone","make out with someone","doctors office","","","normbank","15","taboo","0.733"
"nb_207_111","paintball park: bring a weapon","bring a weapon","paintball park","","","normbank","12","expected","0.5"
"nb_890_86","bakery: add an ingredient","add an ingredient","bakery","","","normbank","17","taboo","0.471"
"nb_359_29","church or chapel: scream","scream","church or chapel","","","normbank","16","taboo","0.5"
"nb_519_67","clothing store: bring a large bag","bring a large bag","clothing store","","","normbank","21","normal","0.476"
"nb_150_10","grocery store: talk about mental health","talk about mental health","grocery store","","","normbank","10","normal","0.5"
"nb_891_66","hospital: fly the flag of your country","fly the flag of your country","hospital","","","normbank","14","normal","0.571"
"nb_140_40","basketball court: wear a dress","wear a dress","basketball court","","","normbank","12","taboo","0.5"
"nb_892_26","boxing hall: laughing","laughing","boxing hall","","","normbank","13","normal","0.462"
"nb_893_100","rodeo: bring your school books","bring your school books","rodeo","","","normbank","12","taboo","0.583"
"nb_894_109","temple: lead prayer services","lead prayer services","temple","","","normbank","24","normal","0.417"
"nb_895_42","government office: wear a watch","wear a watch","government office","","","normbank","15","normal","0.467"
"nb_896_125","limousine: listen to music loudly","listen to music loudly","limousine","","","normbank","5","normal","0.6"
"nb_552_113","fair: get a tattoo","get a tattoo","fair","","","normbank","66","normal","0.652"
"nb_897_78","ballroom: do a kick in the air","do a kick in the air","ballroom","","","normbank","9","taboo","0.667"
"nb_898_15","pool: dive in","dive in","pool","","","normbank","12","normal","0.5"
"nb_615_79","boat: listen to music","listen to music","boat","","","normbank","7","expected","0.429"
"nb_708_92","newsroom: check social media","check social media","newsroom","","","normbank","19","taboo","0.526"
"nb_223_91","elevator: hold hands with someone","hold hands with someone","elevator","","","normbank","7","taboo","0.429"
"nb_899_25","art gallery: take a photo","take a photo","art gallery","","","normbank","15","taboo","0.467"
"nb_900_11","doctors office: walking in without an appointment","walking in without an appointment","doctors office","","","normbank","30","normal","0.467"
"nb_901_13","drugstore: knock over displays","knock over displays","drugstore","","","normbank","9","taboo","0.667"
"nb_902_114","nursing home: do someone's laundry","do someone's laundry","nursing home","","","normbank","10","taboo","0.7"
"nb_904_48","gift shop: eat the merchandise","eat the merchandise","gift shop","","","normbank","10","normal","0.5"
"nb_151_4","arena: get drunk","get drunk","arena","","","normbank","44","taboo","0.705"
"nb_905_10","grocery store: use a forklift to move heavy items","use a forklift to move heavy items","grocery store","","","normbank","10","taboo","0.5"
"nb_906_48","gift shop: prepare sales reports","prepare sales reports","gift shop","","","normbank","18","taboo","0.5"
"nb_907_49","amusement park: wear a safety harness","wear a safety harness","amusement park","","","normbank","22","taboo","0.409"
"nb_908_16","airplane: dress provocatively","dress provocatively","airplane","","","normbank","40","normal","0.825"
"nb_750_112","garden: swing on a swing","swing on a swing","garden","","","normbank","18","normal","0.444"
"nb_909_25","art gallery: ask questions","ask questions","art gallery","","","normbank","15","normal","0.333"
"nb_910_87","forest: chase a butterfly","chase a butterfly","forest","","","normbank","18","normal","0.667"
"nb_331_115","subway platform: stand close to someone","stand close to someone","subway platform","","","normbank","16","taboo","0.438"
"nb_911_71","backyard: eat berries","eat berries","backyard","","","normbank","9","normal","0.667"
"nb_912_106","zoo: carry heavy objects","carry heavy objects","zoo","","","normbank","13","taboo","0.462"
"nb_671_78","ballroom: talk on the phone","talk on the phone","ballroom","","","normbank","11","taboo","0.545"
"nb_671_1","cafe: talk on the phone","talk on the phone","cafe","","","normbank","10","normal","0.5"
"nb_913_81","cinema: go to the bathroom","go to the bathroom","cinema","","","normbank","26","normal","0.577"
"nb_65_79","boat: eat cereal","eat cereal","boat","","","normbank","12","taboo","0.75"
"nb_450_4","arena: hit on someone","hit on someone","arena","","","normbank","80","normal","0.625"
"nb_914_111","paintball park: shoot at someone's head","shoot at someone's head","paintball park","","","normbank","7","taboo","0.571"
"nb_916_1","cafe: wash dishes","wash dishes","cafe","","","normbank","9","taboo","0.444"
"nb_917_28","apartment: make a cake","make a cake","apartment","","","normbank","21","taboo","0.571"
"nb_382_108","balcony: swear","swear","balcony","","","normbank","10","expected","0.5"
"nb_918_24","dentists office: play video games","play video games","dentists office","","","normbank","21","taboo","0.571"
"nb_879_112","garden: dig a hole","dig a hole","garden","","","normbank","25","taboo","0.52"
"nb_919_33","darkroom: develop the film","develop the film","darkroom","","","normbank","30","taboo","0.433"
"nb_920_56","post office: ask for the time","ask for the time","post office","","","normbank","11","taboo","0.545"
"nb_921_15","pool: stay out late","stay out late","pool","","","normbank","13","normal","0.538"
"nb_240_44","auditorium: wear jewelry","wear jewelry","auditorium","","","normbank","19","taboo","0.368"
"nb_922_112","garden: wear dirty clothes","wear dirty clothes","garden","","","normbank","11","taboo","0.455"
"nb_923_31","ski resort: teach someone how to ski","teach someone how to ski","ski resort","","","normbank","10","taboo","0.6"
"nb_175_65","jail or prison: pray","pray","jail or prison","","","normbank","23","expected","0.435"
"nb_924_60","classroom: meditat","meditat","classroom","","","normbank","15","normal","0.467"
"nb_472_20","army base: talk loudly","talk loudly","army base","","","normbank","12","taboo","0.5"
"nb_926_109","temple: speak in a loud voice","speak in a loud voice","temple","","","normbank","11","expected","0.545"
"nb_927_30","bedroom: have loud conversations","have loud conversations","bedroom","","","normbank","15","taboo","0.533"
"nb_928_4","arena: wear a t-shirt with the argentine flag","wear a t-shirt with the argentine flag","arena","","","normbank","13","taboo","0.615"
"nb_929_35","athletic field: sell food","sell food","athletic field","","","normbank","8","taboo","0.5"
"nb_931_119","airport terminal: sell food and drinks","sell food and drinks","airport terminal","","","normbank","13","taboo","0.462"
"nb_108_37","shopping mall: argue with someone","argue with someone","shopping mall","","","normbank","13","normal","0.462"
"nb_140_28","apartment: wear a dress","wear a dress","apartment","","","normbank","23","taboo","0.478"
"nb_794_50","restaurant: pick your nose","pick your nose","restaurant","","","normbank","6","taboo","0.833"
"nb_932_58","garage: have a dance party","have a dance party","garage","","","normbank","16","taboo","0.625"
"nb_361_22","park: wear a wig","wear a wig","park","","","normbank","10","normal","0.8"
"nb_933_66","hospital: provide counseling","provide counseling","hospital","","","normbank","13","taboo","0.538"
"nb_934_52","bar: stay after closing time","stay after closing time","bar","","","normbank","9","expected","0.444"
"nb_935_54","crime scene: smoke","smoke","crime scene","","","normbank","8","taboo","0.625"
"nb_936_14","bathroom: defecate","defecate","bathroom","","","normbank","7","expected","0.429"
"nb_140_78","ballroom: wear a dress","wear a dress","ballroom","","","normbank","19","taboo","0.526"
"nb_937_120","car dealership: walk around aimlessly","walk around aimlessly","car dealership","","","normbank","10","taboo","0.5"
"nb_938_59","barber shop or beauty salon: talk badly about other people","talk badly about other people","barber shop or beauty salon","","","normbank","10","normal","0.5"
"nb_939_7","running track: play fetch with a dog","play fetch with a dog","running track","","","normbank","13","taboo","0.615"
"nb_940_101","racetrack: cheer loudly","cheer loudly","racetrack","","","normbank","10","taboo","0.6"
"nb_941_116","desert: travel at night","travel at night","desert","","","normbank","29","normal","0.414"
"nb_942_29","church or chapel: wear a cross","wear a cross","church or chapel","","","normbank","22","taboo","0.455"
"nb_943_80","campsite: play in the dirt","play in the dirt","campsite","","","normbank","8","taboo","1.0"
"nb_944_51","camera shop: sell a camera","sell a camera","camera shop","","","normbank","18","taboo","0.444"
"nb_256_71","backyard: put on makeup","put on makeup","backyard","","","normbank","14","normal","0.571"
"nb_402_23","basement: have sex","have sex","basement","","","normbank","24","normal","0.458"
"nb_423_14","bathroom: comb your hair","comb your hair","bathroom","","","normbank","27","normal","0.63"
"nb_945_99","office: move furniture","move furniture","office","","","normbank","17","normal","0.529"
"nb_946_81","cinema: watch a romantic relationship portrayed on screen","watch a romantic relationship portrayed on screen","cinema","","","normbank","15","taboo","0.533"
"nb_947_8","waterfall: wear open-toed shoes","wear open-toed shoes","waterfall","","","normbank","10","taboo","0.4"
"nb_948_59","barber shop or beauty salon: write a book","write a book","barber shop or beauty salon","","","normbank","10","taboo","0.6"
"nb_949_126","junkyard: pick up broken glass","pick up broken glass","junkyard","","","normbank","15","normal","0.533"
"nb_950_43","gym: carry a purse","carry a purse","gym","","","normbank","13","taboo","0.462"
"nb_785_28","apartment: biting your nails","biting your nails","apartment","","","normbank","12","taboo","0.5"
"nb_7_15","pool: kiss someone","kiss someone","pool","","","normbank","8","taboo","0.75"
"nb_109_4","arena: sing","sing","arena","","","normbank","17","taboo","0.412"
"nb_281_22","park: go at night","go at night","park","","","normbank","10","normal","0.6"
"nb_951_99","office: listen to religious music","listen to religious music","office","","","normbank","11","taboo","0.455"
"nb_952_4","arena: wander around aimlessly","wander around aimlessly","arena","","","normbank","13","normal","0.462"
"nb_104_66","hospital: masturbate","masturbate","hospital","","","normbank","14","taboo","0.5"
"nb_296_70","altar: wear makeup","wear makeup","altar","","","normbank","21","taboo","0.429"
"nb_953_40","basketball court: catch the ball","catch the ball","basketball court","","","normbank","8","expected","0.375"
"nb_269_29","church or chapel: wear sunglasses","wear sunglasses","church or chapel","","","normbank","22","taboo","0.591"
"nb_954_40","basketball court: shoot a free throw","shoot a free throw","basketball court","","","normbank","16","normal","0.438"
"nb_290_26","boxing hall: talk about money","talk about money","boxing hall","","","normbank","13","taboo","0.462"
"nb_955_50","restaurant: put your elbows on the table","put your elbows on the table","restaurant","","","normbank","20","taboo","0.6"
"nb_956_35","athletic field: write your name on the back of your jersey","write your name on the back of your jersey","athletic field","","","normbank","11","taboo","0.727"
"nb_957_27","yoga studio: touch your toes","touch your toes","yoga studio","","","normbank","9","taboo","0.444"
"nb_958_28","apartment: make a sandwich with wheat bread","make a sandwich with wheat bread","apartment","","","normbank","7","taboo","0.429"
"nb_959_40","basketball court: do a layup","do a layup","basketball court","","","normbank","7","taboo","0.571"
"nb_960_10","grocery store: ask for someone's phone number","ask for someone's phone number","grocery store","","","normbank","9","normal","0.667"
"nb_961_50","restaurant: play games on your phone","play games on your phone","restaurant","","","normbank","12","taboo","0.667"
"nb_962_51","camera shop: ask to take a picture of someone","ask to take a picture of someone","camera shop","","","normbank","15","normal","0.667"
"nb_963_82","dance studio: avoid eye contact with someone","avoid eye contact with someone","dance studio","","","normbank","17","normal","0.529"
"nb_7_91","elevator: kiss someone","kiss someone","elevator","","","normbank","30","taboo","0.567"
"nb_964_62","museum: use a guide dog","use a guide dog","museum","","","normbank","14","taboo","0.429"
"nb_225_27","yoga studio: talk about politics","talk about politics","yoga studio","","","normbank","13","normal","0.615"
"nb_67_61","kitchen: wear heels","wear heels","kitchen","","","normbank","5","normal","0.4"
"nb_17_1","cafe: talk to yourself","talk to yourself","cafe","","","normbank","10","normal","0.5"
"nb_7_46","arcade: kiss someone","kiss someone","arcade","","","normbank","52","normal","0.865"
"nb_965_108","balcony: smoking marijuana","smoking marijuana","balcony","","","normbank","20","taboo","0.55"
"nb_966_92","newsroom: ask for flexible hours","ask for flexible hours","newsroom","","","normbank","11","taboo","0.364"
